78-102-04-01-102d1900380530,17100,皮,水牛皮,102,160mm,d,软坐感,200mm,900,380mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1900380560,17100,皮,水牛皮,102,160mm,d,软坐感,200mm,900,380mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1900380590,17100,皮,水牛皮,102,160mm,d,软坐感,200mm,900,380mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1900400530,17100,皮,水牛皮,102,160mm,d,软坐感,200mm,900,400mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1900400560,17100,皮,水牛皮,102,160mm,d,软坐感,200mm,900,400mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1900400590,17100,皮,水牛皮,102,160mm,d,软坐感,200mm,900,400mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d21000380530,19000,皮,水牛皮,102,200mm,d,软坐感,200mm,1000,380mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21000380560,19000,皮,水牛皮,102,200mm,d,软坐感,200mm,1000,380mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21000380590,19000,皮,水牛皮,102,200mm,d,软坐感,200mm,1000,380mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21000400530,19000,皮,水牛皮,102,200mm,d,软坐感,200mm,1000,400mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21000400560,19000,皮,水牛皮,102,200mm,d,软坐感,200mm,1000,400mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21000400590,19000,皮,水牛皮,102,200mm,d,软坐感,200mm,1000,400mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21100380530,20900,皮,水牛皮,102,200mm,d,软坐感,200mm,1100,380mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21100380560,20900,皮,水牛皮,102,200mm,d,软坐感,200mm,1100,380mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21100380590,20900,皮,水牛皮,102,200mm,d,软坐感,200mm,1100,380mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21100400530,20900,皮,水牛皮,102,200mm,d,软坐感,200mm,1100,400mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
78-102-04-01-102d21100400560,20900,皮,水牛皮,102,200mm,d,软坐感,200mm,1100,400mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/93/c4/f1/9a17327bc0e3fe3d845a5031de615e0e.jpg,,1,78-102,15天,180
